시도,시군구,월,사고건수,사망자수,중상자수,경상자수,부상신고자수
전남,구례군,6,7,0,4,11,0
전남,구례군,7,11,1,8,6,0
전남,구례군,8,18,0,6,17,3
전남,구례군,9,8,0,3,22,1
전남,구례군,10,14,2,7,15,2
전남,구례군,11,13,0,2,19,1
전남,구례군,12,11,0,4,6,2
전남,고흥군,1,20,0,15,20,1
전남,고흥군,2,23,0,13,44,1
전남,고흥군,3,34,2,19,35,0
전남,고흥군,4,39,7,37,60,1
전남,고흥군,5,26,2,14,27,0
전남,고흥군,6,25,1,15,19,1
전남,고흥군,7,26,0,22,23,1
전남,고흥군,8,26,0,17,31,0
전남,고흥군,9,31,1,17,29,6
전남,고흥군,10,22,1,18,15,1
전남,고흥군,11,32,1,15,32,4
전남,고흥군,12,25,2,17,23,2
전남,보성군,1,13,1,9,13,1
전남,보성군,2,16,1,3,18,3
전남,보성군,3,23,1,7,29,0
전남,보성군,4,19,0,11,24,2
전남,보성군,5,24,0,8,33,6
전남,보성군,6,33,3,11,32,3
전남,보성군,7,25,2,19,21,3
전남,보성군,8,22,1,13,17,0
전남,보성군,9,27,1,10,23,2
전남,보성군,10,22,0,9,23,2
전남,보성군,11,30,4,13,25,4
전남,보성군,12,22,1,14,27,2
전남,화순군,1,26,1,11,23,11
전남,화순군,2,22,1,2,44,3
전남,화순군,3,31,3,20,35,2
전남,화순군,4,25,0,4,27,2
전남,화순군,5,28,0,9,39,1
전남,화순군,6,26,0,8,44,2
전남,화순군,7,25,0,11,22,7
전남,화순군,8,23,0,8,25,1
전남,화순군,9,26,0,14,29,4
전남,화순군,10,33,2,9,28,3
전남,화순군,11,29,2,4,31,5
전남,화순군,12,31,2,15,39,4
전남,장흥군,1,20,2,8,14,2
전남,장흥군,2,18,0,19,18,0
전남,장흥군,3,17,2,8,16,2
전남,장흥군,4,16,1,9,14,0
전남,장흥군,5,33,2,22,42,0
전남,장흥군,6,28,1,8,33,0
전남,장흥군,7,26,0,10,27,0
전남,장흥군,8,23,0,6,29,1
전남,장흥군,9,32,0,14,31,0
전남,장흥군,10,36,0,14,34,2
전남,장흥군,11,27,2,11,27,1
전남,장흥군,12,25,1,13,31,0
전남,강진군,1,27,1,11,27,1
전남,강진군,2,21,0,10,20,4
전남,강진군,3,21,0,6,25,1
전남,강진군,4,25,0,7,29,2
전남,강진군,5,26,1,8,24,4
전남,강진군,6,20,0,12,20,7
전남,강진군,7,20,0,11,21,3
전남,강진군,8,22,0,15,24,4
전남,강진군,9,45,1,20,52,2
전남,강진군,10,39,2,20,35,5
전남,강진군,11,27,1,8,36,4
전남,강진군,12,28,0,12,30,3
전남,해남군,1,42,1,23,52,4
전남,해남군,2,26,0,9,36,1
전남,해남군,3,43,0,9,61,3
전남,해남군,4,42,3,17,47,5
전남,해남군,5,39,2,20,50,4
전남,해남군,6,48,4,14,46,2
전남,해남군,7,32,3,6,49,0
전남,해남군,8,30,0,18,32,0
전남,해남군,9,30,4,9,32,0
전남,해남군,10,46,4,18,55,0
전남,해남군,11,27,0,7,39,2
전남,해남군,12,29,1,6,36,0
전남,영암군,1,32,3,19,52,0
전남,영암군,2,24,0,7,30,1
전남,영암군,3,35,1,8,56,1
전남,영암군,4,59,1,13,101,2
전남,영암군,5,43,3,16,49,1
전남,영암군,6,35,1,18,45,1
전남,영암군,7,30,0,11,49,1
전남,영암군,8,39,0,21,49,2
전남,영암군,9,36,0,14,49,2
전남,영암군,10,67,1,20,91,9
전남,영암군,11,53,1,25,65,0
전남,영암군,12,40,0,8,62,1
전남,무안군,1,17,1,6,20,0
전남,무안군,2,23,0,5,29,0
전남,무안군,3,36,2,11,43,0
전남,무안군,4,43,2,11,49,0
전남,무안군,5,37,1,7,47,1
전남,무안군,6,32,1,7,43,0
전남,무안군,7,33,1,6,41,0
전남,무안군,8,39,5,11,42,0
전남,무안군,9,36,1,10,43,0
전남,무안군,10,40,1,16,40,0
전남,무안군,11,35,0,11,41,0
전남,무안군,12,24,2,11,28,0
전남,함평군,1,9,0,1,6,4
전남,함평군,2,13,2,3,10,3
전남,함평군,3,15,1,3,17,3
전남,함평군,4,17,0,5,16,3
전남,함평군,5,21,0,12,18,1
전남,함평군,6,18,0,6,15,5
전남,함평군,7,13,1,4,11,4
전남,함평군,8,17,0,6,12,6
전남,함평군,9,14,4,3,12,2
전남,함평군,10,28,1,12,33,6
전남,함평군,11,20,0,6,32,4
전남,함평군,12,8,0,4,7,2
전남,영광군,1,10,1,3,9,1
전남,영광군,2,13,1,4,12,0
전남,영광군,3,13,1,3,16,2
전남,영광군,4,16,3,7,27,6
전남,영광군,5,18,0,11,11,1
전남,영광군,6,22,0,12,19,1
전남,영광군,7,23,1,11,30,4
전남,영광군,8,20,1,7,21,0
전남,영광군,9,21,1,5,18,4
전남,영광군,10,25,0,11,19,3
전남,영광군,11,21,0,6,20,3
전남,영광군,12,23,2,11,25,4
전남,장성군,1,13,0,5,11,1
전남,장성군,2,20,1,9,18,4
전남,장성군,3,26,0,12,29,2
전남,장성군,4,24,1,11,33,2
전남,장성군,5,25,0,17,33,0
전남,장성군,6,27,0,12,28,7
전남,장성군,7,19,2,8,21,1
전남,장성군,8,17,0,7,20,0
전남,장성군,9,24,0,6,37,2
전남,장성군,10,27,1,4,42,5
전남,장성군,11,23,1,12,28,4
전남,장성군,12,25,1,8,36,1
전남,완도군,1,12,1,5,11,0
전남,완도군,2,11,1,4,8,0
전남,완도군,3,11,0,3,8,0
전남,완도군,4,11,1,4,10,1
전남,완도군,5,18,0,7,23,0
전남,완도군,6,19,0,7,19,0
전남,완도군,7,14,0,3,20,0
전남,완도군,8,23,0,16,26,0
전남,완도군,9,20,0,11,27,0
전남,완도군,10,22,1,6,29,0
전남,완도군,11,16,0,7,32,0
전남,완도군,12,9,0,7,5,0
전남,진도군,1,16,3,8,13,1
전남,진도군,2,10,0,7,14,0
전남,진도군,3,11,0,4,14,0
전남,진도군,4,11,1,4,12,0
전남,진도군,5,15,4,7,12,0
전남,진도군,6,8,0,4,8,0
전남,진도군,7,7,0,6,11,0
전남,진도군,8,8,1,3,10,0
전남,진도군,9,10,0,4,8,1
전남,진도군,10,18,1,16,13,0
전남,진도군,11,11,1,1,15,0
전남,진도군,12,15,1,8,19,0
전남,신안군,1,10,1,1,11,0
전남,신안군,2,10,1,3,14,1
전남,신안군,3,12,1,8,6,0
전남,신안군,4,18,0,11,34,2
전남,신안군,5,13,0,3,19,0
전남,신안군,6,16,0,11,33,0
전남,신안군,7,8,0,6,6,0
전남,신안군,8,10,0,3,17,1
전남,신안군,9,12,0,5,16,0
전남,신안군,10,9,0,4,12,0
전남,신안군,11,16,0,9,21,0
전남,신안군,12,7,0,5,6,1
경북,포항시,1,192,0,52,244,15
경북,포항시,2,170,3,61,188,20
경북,포항시,3,226,3,62,259,31
경북,포항시,4,218,6,64,249,19
경북,포항시,5,266,3,74,329,15
경북,포항시,6,239,2,79,260,17
경북,포항시,7,225,2,73,265,21
경북,포항시,8,228,0,85,251,13
경북,포항시,9,225,2,62,263,30
경북,포항시,10,265,5,77,317,17
경북,포항시,11,274,5,76,297,20
경북,포항시,12,249,2,74,265,25
경북,경주시,1,135,2,63,148,12
경북,경주시,2,104,2,53,96,8
경북,경주시,3,135,4,66,111,11
경북,경주시,4,147,3,87,145,12
경북,경주시,5,156,3,74,188,16
경북,경주시,6,152,4,72,154,14
경북,경주시,7,166,3,67,169,11
경북,경주시,8,144,2,69,142,22
경북,경주시,9,135,2,62,107,12
경북,경주시,10,166,3,82,155,22
경북,경주시,11,167,2,63,168,11
경북,경주시,12,134,5,56,147,19
경북,김천시,1,45,4,19,42,1
경북,김천시,2,43,2,16,43,1
경북,김천시,3,64,2,31,63,0
경북,김천시,4,62,1,14,71,2
경북,김천시,5,70,2,29,61,2
경북,김천시,6,62,3,22,59,0
경북,김천시,7,47,0,24,40,1
경북,김천시,8,52,1,27,54,1
경북,김천시,9,59,1,24,50,3
경북,김천시,10,55,0,22,63,0
경북,김천시,11,65,0,28,60,2
경북,김천시,12,59,1,22,53,2
경북,안동시,1,72,4,25,87,3
경북,안동시,2,51,1,26,68,5
경북,안동시,3,71,2,20,94,8
경북,안동시,4,90,5,32,91,9
경북,안동시,5,100,1,46,93,2
경북,안동시,6,96,4,43,96,6
경북,안동시,7,88,3,37,74,2
경북,안동시,8,98,3,42,101,5
경북,안동시,9,94,2,38,94,7
경북,안동시,10,102,1,42,117,2
경북,안동시,11,104,1,27,108,4
경북,안동시,12,79,4,20,79,9
경북,구미시,1,132,0,43,117,20
경북,구미시,2,145,5,45,171,24
경북,구미시,3,163,2,62,160,38
경북,구미시,4,164,2,51,149,36
경북,구미시,5,187,2,75,183,22
경북,구미시,6,175,1,63,180,24
경북,구미시,7,152,2,46,141,23
경북,구미시,8,172,2,64,144,17
경북,구미시,9,187,4,63,200,18
경북,구미시,10,173,4,65,168,33
경북,구미시,11,216,2,75,219,17
경북,구미시,12,161,4,64,157,12
경북,영주시,1,43,2,15,40,6
경북,영주시,2,23,0,6,19,5
경북,영주시,3,40,2,20,29,1
경북,영주시,4,57,0,28,44,5
경북,영주시,5,46,1,18,38,5
경북,영주시,6,47,1,18,42,6
경북,영주시,7,35,0,11,29,8
경북,영주시,8,52,1,11,55,14
경북,영주시,9,42,1,17,23,7
경북,영주시,10,59,0,27,44,9
경북,영주시,11,53,3,22,37,6
경북,영주시,12,58,0,19,50,7
경북,영천시,1,54,3,25,57,3
경북,영천시,2,61,0,18,77,0
경북,영천시,3,62,2,22,78,4
경북,영천시,4,53,1,17,73,5
경북,영천시,5,67,3,22,80,5
경북,영천시,6,75,2,22,84,6
경북,영천시,7,77,4,25,110,13
경북,영천시,8,71,1,27,99,2
경북,영천시,9,77,0,25,118,4
경북,영천시,10,70,3,18,98,2
경북,영천시,11,70,1,26,90,5
경북,영천시,12,56,3,7,83,1
경북,문경시,1,28,1,10,40,0
경북,문경시,2,24,0,9,43,1
경북,문경시,3,21,0,14,15,1
경북,문경시,4,25,0,11,37,2
경북,문경시,5,43,0,19,41,1
경북,문경시,6,36,0,10,47,1
경북,문경시,7,43,0,14,51,0
경북,문경시,8,39,3,14,40,0
경북,문경시,9,40,2,11,43,2
경북,문경시,10,38,1,10,52,1
경북,문경시,11,39,1,13,40,3
경북,문경시,12,30,0,8,23,4
경북,상주시,1,42,2,22,31,1
경북,상주시,2,33,3,15,18,0
경북,상주시,3,36,0,23,35,0
경북,상주시,4,59,3,23,61,0
경북,상주시,5,62,0,29,53,0
경북,상주시,6,60,3,41,52,0
경북,상주시,7,49,2,21,42,0
경북,상주시,8,60,2,23,62,0
경북,상주시,9,59,2,18,67,0
경북,상주시,10,57,5,24,72,0
경북,상주시,11,64,2,23,66,0
경북,상주시,12,49,2,20,51,0
경북,군위군,1,6,0,4,2,0
경북,군위군,2,7,1,2,5,0
경북,군위군,3,11,1,4,8,0
경북,군위군,4,6,1,3,5,0
경북,군위군,5,16,2,7,20,0
경북,군위군,6,11,0,6,8,0
경북,군위군,7,10,1,10,10,1
경북,군위군,8,16,2,6,16,0
경북,군위군,9,10,0,8,7,0
경북,군위군,10,15,1,12,9,0
경북,군위군,11,11,2,3,12,0
경북,군위군,12,16,7,28,30,1
경북,의성군,1,12,2,8,10,0
경북,의성군,2,6,0,7,4,0
경북,의성군,3,21,3,8,21,0
경북,의성군,4,13,1,9,6,0
경북,의성군,5,17,1,12,9,0
경북,의성군,6,18,3,12,10,0
경북,의성군,7,26,1,19,14,0
경북,의성군,8,20,1,15,13,0
경북,의성군,9,22,1,13,16,0
경북,의성군,10,29,2,17,25,0
경북,의성군,11,35,2,21,33,0
경북,의성군,12,22,3,17,15,0
경북,청송군,1,3,0,3,1,0
경북,청송군,2,6,0,4,5,0
경북,청송군,3,5,1,2,2,0
경북,청송군,4,6,0,4,6,0
경북,청송군,5,8,2,6,3,0
경북,청송군,6,7,0,8,8,0
경북,청송군,7,7,1,2,5,0
경북,청송군,8,8,0,4,7,0
경북,청송군,9,9,0,4,6,0
경북,청송군,10,12,1,12,6,0
경북,청송군,11,11,2,9,11,0
경북,청송군,12,7,0,5,2,1
경북,영양군,1,5,1,2,4,0
경북,영양군,2,2,0,0,3,0
경북,영양군,3,2,0,1,2,0
경북,영양군,4,4,0,1,5,0
경북,영양군,5,10,0,7,15,0
경북,영양군,6,5,0,1,8,1
경북,영양군,7,4,0,2,2,0
경북,영양군,8,7,0,4,8,0
경북,영양군,9,8,0,7,1,2
경북,영양군,10,5,0,1,4,1
경북,영양군,11,5,0,3,2,1
경북,영양군,12,7,1,2,5,0
경북,영덕군,1,22,2,11,18,1
경북,영덕군,2,8,0,1,15,0
경북,영덕군,3,21,0,14,20,2
경북,영덕군,4,19,2,6,18,3
경북,영덕군,5,21,3,6,19,4
경북,영덕군,6,23,1,14,22,0
경북,영덕군,7,22,0,6,24,1
경북,영덕군,8,24,0,9,24,3
경북,영덕군,9,17,1,8,10,4
경북,영덕군,10,16,0,6,13,0
경북,영덕군,11,20,0,9,17,3
경북,영덕군,12,21,0,7,26,0
경북,청도군,1,19,1,12,14,1
경북,청도군,2,16,3,5,12,0
경북,청도군,3,15,0,9,12,0
경북,청도군,4,15,1,7,6,1
경북,청도군,5,16,2,5,14,4
경북,청도군,6,24,1,11,21,0
경북,청도군,7,11,0,6,14,0
경북,청도군,8,26,0,10,38,3
경북,청도군,9,13,3,5,13,0
경북,청도군,10,16,0,5,25,1
경북,청도군,11,17,0,6,25,0
경북,청도군,12,24,2,9,27,2
경북,고령군,1,8,0,3,8,0
경북,고령군,2,12,0,4,19,1
경북,고령군,3,18,0,5,16,1
경북,고령군,4,17,0,9,13,0
경북,고령군,5,18,0,7,26,1
경북,고령군,6,9,1,1,8,0
경북,고령군,7,8,0,9,7,0
경북,고령군,8,14,1,7,15,0
경북,고령군,9,13,0,2,16,2
경북,고령군,10,18,0,6,17,1
경북,고령군,11,15,2,2,12,1
경북,고령군,12,13,0,6,17,0
경북,성주군,1,19,0,10,21,0
경북,성주군,2,16,1,10,15,0
경북,성주군,3,28,2,11,24,0
경북,성주군,4,26,1,15,28,0
경북,성주군,5,28,1,6,30,0
경북,성주군,6,18,2,8,16,0
경북,성주군,7,31,0,13,40,0
경북,성주군,8,25,0,6,27,0
경북,성주군,9,20,0,3,26,0
경북,성주군,10,28,1,12,22,0
경북,성주군,11,25,0,7,28,1
경북,성주군,12,25,3,14,23,0
경북,칠곡군,1,57,2,19,47,15
경북,칠곡군,2,45,1,23,36,11
경북,칠곡군,3,52,1,20,54,9
경북,칠곡군,4,68,2,40,62,9
경북,칠곡군,5,87,0,42,89,15
경북,칠곡군,6,63,2,20,77,15
경북,칠곡군,7,54,2,11,56,11
경북,칠곡군,8,84,2,33,99,16
경북,칠곡군,9,57,0,13,63,11
경북,칠곡군,10,85,1,29,68,16
경북,칠곡군,11,70,2,27,67,10
경북,칠곡군,12,59,2,31,55,17
경북,예천군,1,18,2,10,12,0
경북,예천군,2,11,0,9,10,0
경북,예천군,3,14,1,13,12,0
경북,예천군,4,17,0,20,6,0
경북,예천군,5,19,0,11,16,0
경북,예천군,6,14,0,10,6,0
경북,예천군,7,18,0,14,17,0
경북,예천군,8,19,0,12,13,0
경북,예천군,9,15,2,12,7,0
경북,예천군,10,19,0,19,11,0
경북,예천군,11,28,0,31,16,0
경북,예천군,12,14,1,12,7,0
경북,봉화군,1,11,0,3,14,3
경북,봉화군,2,7,2,4,6,1
경북,봉화군,3,7,0,3,6,2
경북,봉화군,4,13,0,2,9,9
경북,봉화군,5,18,1,11,16,5
경북,봉화군,6,15,0,3,18,1
경북,봉화군,7,14,0,5,18,1
경북,봉화군,8,17,2,7,13,1
경북,봉화군,9,11,0,6,6,1
경북,봉화군,10,10,0,5,13,2
경북,봉화군,11,13,0,5,19,1
경북,봉화군,12,13,0,0,16,4
경북,울진군,1,17,0,8,17,0
경북,울진군,2,10,0,3,12,0
경북,울진군,3,12,0,8,6,0
경북,울진군,4,17,1,10,14,0
경북,울진군,5,16,1,9,7,0
경북,울진군,6,18,1,12,13,1
경북,울진군,7,16,1,10,12,0
경북,울진군,8,18,1,13,11,0
경북,울진군,9,13,1,11,15,0
경북,울진군,10,14,0,8,7,1
경북,울진군,11,8,0,5,1,2
경북,울진군,12,12,0,8,11,0
경북,울릉군,1,1,0,0,1,0
경북,울릉군,3,1,0,0,1,0
경북,울릉군,5,4,0,2,3,0
경북,울릉군,7,2,0,0,2,6
경북,울릉군,8,3,0,0,4,0
경북,울릉군,9,3,0,16,17,6
경북,울릉군,10,2,0,0,1,1
경북,울릉군,11,1,0,1,0,0
경북,울릉군,12,1,0,0,1,0
경북,경산시,1,76,2,22,76,2
경북,경산시,2,65,2,22,81,4
경북,경산시,3,96,4,40,91,2
경북,경산시,4,102,1,30,109,6
경북,경산시,5,122,1,39,123,4
경북,경산시,6,102,1,23,110,8
경북,경산시,7,94,2,28,84,6
경북,경산시,8,105,0,38,94,8
경북,경산시,9,110,4,29,101,5
경북,경산시,10,113,2,32,109,9
경북,경산시,11,151,2,63,133,14
경북,경산시,12,103,1,30,104,4
경남,진주시,1,69,2,43,44,1
경남,진주시,2,55,2,38,31,3
경남,진주시,3,68,1,40,53,1
경남,진주시,4,76,3,50,40,2
경남,진주시,5,78,1,36,61,0
경남,진주시,6,83,3,42,69,4
경남,진주시,7,58,1,36,39,0
경남,진주시,8,54,0,28,35,4
경남,진주시,9,73,6,46,41,2
경남,진주시,10,79,3,51,48,9
경남,진주시,11,77,3,44,48,2
경남,진주시,12,72,3,42,47,2
경남,통영시,1,51,0,17,59,3
경남,통영시,2,54,0,18,53,4
경남,통영시,3,60,0,26,75,7
경남,통영시,4,55,1,15,53,8
경남,통영시,5,54,0,22,58,4
경남,통영시,6,58,0,20,72,2
경남,통영시,7,61,1,20,77,5
경남,통영시,8,73,0,30,97,7
경남,통영시,9,54,0,20,51,8
경남,통영시,10,64,0,33,62,5
경남,통영시,11,79,1,29,95,3
경남,통영시,12,53,0,20,46,11
경남,김해시,1,150,3,81,138,7
경남,김해시,2,140,1,63,131,5
경남,김해시,3,199,4,84,217,13
경남,김해시,4,205,2,104,191,6
경남,김해시,5,228,1,98,219,17
경남,김해시,6,191,2,66,212,7
경남,김해시,7,201,3,100,197,14
경남,김해시,8,215,2,101,221,10
경남,김해시,9,195,2,95,183,10
경남,김해시,10,199,4,91,170,17
경남,김해시,11,205,5,86,213,9
경남,김해시,12,190,3,74,185,15
경남,밀양시,1,31,0,21,26,2
경남,밀양시,2,39,1,15,31,6
경남,밀양시,3,37,1,14,39,2
경남,밀양시,4,39,4,23,31,3
경남,밀양시,5,66,4,30,52,5
경남,밀양시,6,62,4,31,49,2
경남,밀양시,7,45,0,24,37,1
경남,밀양시,8,49,4,27,36,4
경남,밀양시,9,38,1,13,29,2
경남,밀양시,10,46,0,25,35,3
경남,밀양시,11,43,1,20,35,3
경남,밀양시,12,37,3,17,32,3
경남,거제시,1,80,3,33,81,3
경남,거제시,2,73,0,57,62,2
경남,거제시,3,75,1,36,70,1
경남,거제시,4,95,0,34,109,1
경남,거제시,5,83,1,42,87,4
경남,거제시,6,74,1,44,63,0
경남,거제시,7,102,2,47,89,7
경남,거제시,8,81,2,37,76,6
경남,거제시,9,83,1,40,82,2
경남,거제시,10,98,2,44,88,4
경남,거제시,11,90,1,40,83,3
경남,거제시,12,77,3,37,84,2
경남,의령군,1,6,0,3,14,2
경남,의령군,2,5,0,1,5,0
경남,의령군,3,8,1,1,11,1
경남,의령군,4,17,0,4,21,4
경남,의령군,5,20,1,10,13,2
경남,의령군,6,12,0,8,10,0
경남,의령군,7,14,0,11,9,3
경남,의령군,8,7,0,8,3,0
경남,의령군,9,14,1,9,10,1
경남,의령군,10,12,1,8,5,0
경남,의령군,11,15,1,7,11,1
경남,의령군,12,13,0,11,7,0
경남,함안군,1,17,2,11,6,1
경남,함안군,2,21,0,10,20,2
경남,함안군,3,21,1,4,23,1
경남,함안군,4,40,1,22,37,2
경남,함안군,5,28,1,10,32,1
경남,함안군,6,27,2,12,28,4
경남,함안군,7,29,2,14,35,1
경남,함안군,8,27,2,13,26,0
경남,함안군,9,29,0,11,33,2
경남,함안군,10,39,2,21,34,6
경남,함안군,11,23,3,6,26,0
경남,함안군,12,26,1,13,27,0
경남,창녕군,1,18,0,10,10,0
경남,창녕군,2,20,0,13,12,2
경남,창녕군,3,23,0,14,24,2
경남,창녕군,4,30,2,19,27,1
경남,창녕군,5,25,1,19,21,2
경남,창녕군,6,29,0,21,26,2
경남,창녕군,7,30,1,17,25,1
경남,창녕군,8,24,1,12,16,2
경남,창녕군,9,23,0,18,21,1
경남,창녕군,10,41,1,27,29,2
경남,창녕군,11,43,1,24,30,3
경남,창녕군,12,27,0,25,18,4
경남,양산시,1,100,3,40,96,14
경남,양산시,2,84,1,36,82,11
경남,양산시,3,120,2,56,99,9
경남,양산시,4,126,0,49,105,20
경남,양산시,5,117,2,48,109,16
경남,양산시,6,103,0,51,83,16
경남,양산시,7,105,1,39,111,23
경남,양산시,8,91,0,31,89,14
경남,양산시,9,139,5,53,119,11
경남,양산시,10,112,6,43,96,8
경남,양산시,11,97,1,37,86,14
경남,양산시,12,92,4,47,82,8
경남,고성군,1,16,2,7,10,1
경남,고성군,2,15,1,4,17,0
경남,고성군,3,17,0,7,18,0
경남,고성군,4,16,0,13,12,1
경남,고성군,5,27,0,16,18,0
경남,고성군,6,17,1,6,13,2
경남,고성군,7,21,0,13,23,0
경남,고성군,8,24,0,11,22,2
경남,고성군,9,29,1,18,24,1
경남,고성군,10,30,3,13,26,4
경남,고성군,11,30,2,15,30,5
경남,고성군,12,24,0,13,18,0
경남,사천시,1,46,1,24,41,3
경남,사천시,2,43,2,22,42,4
경남,사천시,3,56,0,29,47,4
경남,사천시,4,63,3,29,63,9
경남,사천시,5,58,0,28,57,7
경남,사천시,6,55,1,28,45,9
경남,사천시,7,59,1,29,61,14
경남,사천시,8,70,0,32,68,19
경남,사천시,9,60,0,22,61,7
경남,사천시,10,49,0,27,36,12
경남,사천시,11,62,0,25,60,6
경남,사천시,12,47,3,16,53,2
경남,남해군,1,7,0,5,3,1
경남,남해군,2,11,0,11,4,0
경남,남해군,3,16,3,11,20,5
경남,남해군,4,14,3,10,5,5
경남,남해군,5,16,0,5,9,3
경남,남해군,6,16,0,13,11,4
경남,남해군,7,17,0,8,14,7
경남,남해군,8,20,1,15,20,5
경남,남해군,9,16,0,9,11,3
경남,남해군,10,14,0,11,4,7
경남,남해군,11,30,1,21,11,5
경남,남해군,12,15,0,11,8,2
경남,하동군,1,6,0,4,6,0
경남,하동군,2,8,1,8,2,0
경남,하동군,3,20,2,11,18,2
경남,하동군,4,13,2,7,6,2
경남,하동군,5,15,1,9,6,2
경남,하동군,6,12,0,7,11,1
경남,하동군,7,9,1,3,8,0
경남,하동군,8,20,1,10,13,3
경남,하동군,9,10,2,5,9,3
경남,하동군,10,12,0,10,13,0
경남,하동군,11,10,0,10,3,2
경남,하동군,12,8,1,7,4,0
경남,산청군,1,8,0,6,9,3
경남,산청군,2,16,0,14,11,1
경남,산청군,3,6,0,5,1,0
경남,산청군,4,12,0,11,9,2
경남,산청군,5,21,0,17,21,4
경남,산청군,6,10,0,7,12,0
경남,산청군,7,15,0,9,8,3
경남,산청군,8,26,2,25,19,5
경남,산청군,9,16,0,11,16,4
경남,산청군,10,17,0,9,14,3
경남,산청군,11,16,0,6,16,3
경남,산청군,12,10,0,2,10,1
경남,함양군,1,12,1,11,19,2
경남,함양군,2,10,2,3,8,1
경남,함양군,3,14,0,13,7,0
경남,함양군,4,16,0,12,8,1
경남,함양군,5,24,3,13,17,6
경남,함양군,6,13,0,9,6,2
경남,함양군,7,14,0,10,10,3
경남,함양군,8,23,0,15,15,1
경남,함양군,9,25,1,8,24,9
경남,함양군,10,22,0,9,17,4
경남,함양군,11,17,0,7,8,7
경남,함양군,12,11,0,4,5,6
경남,거창군,1,15,0,8,11,0
경남,거창군,2,13,1,8,8,1
경남,거창군,3,19,1,11,11,3
경남,거창군,4,22,1,13,15,2
경남,거창군,5,23,2,9,21,1
경남,거창군,6,19,0,11,17,2
경남,거창군,7,25,2,13,16,1
경남,거창군,8,24,0,5,24,3
경남,거창군,9,28,0,11,25,1
경남,거창군,10,21,4,10,10,1
경남,거창군,11,17,1,8,17,0
경남,거창군,12,24,3,12,8,3
경남,합천군,1,11,1,10,2,0
경남,합천군,2,14,0,13,12,0
경남,합천군,3,14,2,9,11,0
경남,합천군,4,14,1,13,10,0
경남,합천군,5,19,1,18,11,0
경남,합천군,6,21,1,16,15,2
경남,합천군,7,7,0,2,8,0
경남,합천군,8,13,0,7,6,0
경남,합천군,9,9,0,4,5,0
경남,합천군,10,20,0,11,9,2
경남,합천군,11,24,2,14,15,0
경남,합천군,12,18,2,5,12,0
경남,창원시(통합),1,225,2,103,181,10
경남,창원시(통합),2,195,3,93,164,14
경남,창원시(통합),3,296,2,110,293,16
경남,창원시(통합),4,286,4,116,280,12
경남,창원시(통합),5,282,6,90,285,18
경남,창원시(통합),6,255,7,93,243,10
경남,창원시(통합),7,259,5,122,198,14
경남,창원시(통합),8,279,7,142,301,28
경남,창원시(통합),9,287,7,99,278,15
경남,창원시(통합),10,275,4,107,258,13
경남,창원시(통합),11,308,8,126,277,15
경남,창원시(통합),12,298,7,126,255,19
제주,제주시,1,238,2,63,248,50
제주,제주시,2,231,4,54,261,35
제주,제주시,3,288,6,80,297,41
제주,제주시,4,277,7,65,313,44
제주,제주시,5,275,2,85,294,55
제주,제주시,6,221,5,68,222,31
제주,제주시,7,287,0,63,283,66
제주,제주시,8,281,2,61,322,66
제주,제주시,9,239,4,70,268,49
제주,제주시,10,279,2,66,313,49
제주,제주시,11,269,5,77,276,60
제주,제주시,12,254,1,63,273,35
제주,서귀포시,1,107,5,44,109,34
제주,서귀포시,2,77,0,33,80,11
제주,서귀포시,3,89,3,39,77,15
제주,서귀포시,4,95,2,47,84,16
제주,서귀포시,5,120,2,62,104,21
제주,서귀포시,6,106,1,46,91,26
제주,서귀포시,7,88,2,36,81,16
제주,서귀포시,8,124,3,34,152,22
제주,서귀포시,9,113,2,41,143,12
제주,서귀포시,10,126,3,58,117,23
제주,서귀포시,11,112,2,39,118,13
제주,서귀포시,12,116,1,40,149,19
대구,중구,1,70,0,21,59,16
대구,중구,2,66,1,19,67,15
대구,중구,3,69,2,20,74,9
대구,중구,4,65,1,24,57,9
대구,중구,5,78,0,26,79,18
대구,중구,6,68,2,9,62,22
대구,중구,7,76,0,14,90,13
대구,중구,8,79,0,16,92,36
대구,중구,9,77,3,17,71,37
대구,중구,10,78,0,19,77,26
대구,중구,11,78,1,26,69,22
대구,중구,12,65,1,12,61,21
대구,동구,1,112,1,25,117,14
대구,동구,2,141,1,36,173,14
대구,동구,3,148,1,46,172,11
대구,동구,4,183,3,56,201,35
대구,동구,5,150,3,41,159,11
대구,동구,6,170,1,52,181,29
대구,동구,7,150,2,37,159,22
대구,동구,8,183,2,50,197,20
대구,동구,9,167,3,60,168,21
대구,동구,10,203,0,59,243,19
대구,동구,11,185,2,57,220,22
대구,동구,12,162,0,46,175,27
대구,서구,1,104,1,35,94,13
대구,서구,2,96,2,31,106,8
대구,서구,3,120,0,46,119,13
대구,서구,4,106,1,34,105,16
대구,서구,5,126,0,38,134,27
대구,서구,6,106,0,37,118,10
대구,서구,7,99,0,32,106,8
대구,서구,8,93,1,28,99,12
대구,서구,9,104,0,41,88,20
대구,서구,10,124,1,37,106,18
대구,서구,11,110,0,26,128,19
대구,서구,12,129,2,33,141,32
대구,남구,1,64,0,20,71,5
대구,남구,2,64,1,20,62,7
대구,남구,3,67,0,15,77,6
대구,남구,4,63,0,22,57,16
