시도,시군구,월,사고건수,사망자수,중상자수,경상자수,부상신고자수
강원,속초시,9,21,1,12,24,0
강원,속초시,10,44,1,20,43,3
강원,속초시,11,43,1,17,37,0
강원,속초시,12,27,0,7,36,0
강원,태백시,1,11,0,2,13,0
강원,태백시,2,10,0,5,17,0
강원,태백시,3,11,0,1,12,1
강원,태백시,4,15,0,3,16,1
강원,태백시,5,14,1,2,13,0
강원,태백시,6,15,0,4,15,0
강원,태백시,7,14,0,2,22,1
강원,태백시,8,22,0,6,24,0
강원,태백시,9,22,0,13,20,1
강원,태백시,10,14,0,4,13,0
강원,태백시,11,18,1,2,27,0
강원,태백시,12,11,0,3,24,0
강원,삼척시,1,41,4,13,48,0
강원,삼척시,2,28,0,12,33,0
강원,삼척시,3,27,1,16,27,0
강원,삼척시,4,24,0,10,25,0
강원,삼척시,5,33,0,8,29,2
강원,삼척시,6,28,0,6,43,0
강원,삼척시,7,33,7,24,37,5
강원,삼척시,8,57,1,18,70,1
강원,삼척시,9,33,2,12,30,2
강원,삼척시,10,46,0,22,56,0
강원,삼척시,11,28,0,6,38,0
강원,삼척시,12,36,1,11,38,0
강원,홍천군,1,21,1,7,21,0
강원,홍천군,2,15,0,0,22,7
강원,홍천군,3,32,2,15,33,5
강원,홍천군,4,22,4,4,30,0
강원,홍천군,5,33,2,10,35,2
강원,홍천군,6,40,2,16,46,2
강원,홍천군,7,35,0,9,32,4
강원,홍천군,8,48,1,15,58,1
강원,홍천군,9,36,1,13,50,1
강원,홍천군,10,29,0,11,31,2
강원,홍천군,11,23,3,6,22,3
강원,홍천군,12,25,0,4,34,0
강원,횡성군,1,17,2,9,24,0
강원,횡성군,2,7,1,2,5,0
강원,횡성군,3,11,0,2,15,2
강원,횡성군,4,13,1,4,11,0
강원,횡성군,5,20,1,20,18,0
강원,횡성군,6,25,0,21,28,0
강원,횡성군,7,17,0,8,28,1
강원,횡성군,8,19,0,10,30,0
강원,횡성군,9,19,0,9,16,1
강원,횡성군,10,17,2,11,22,2
강원,횡성군,11,23,1,7,31,2
강원,횡성군,12,15,1,15,16,1
강원,영월군,1,8,1,5,4,2
강원,영월군,2,12,1,6,4,5
강원,영월군,3,6,0,2,1,5
강원,영월군,4,9,0,5,5,2
강원,영월군,5,9,0,5,1,7
강원,영월군,6,18,0,4,14,8
강원,영월군,7,13,0,3,8,8
강원,영월군,8,21,1,4,15,15
강원,영월군,9,8,0,3,3,4
강원,영월군,10,13,0,4,5,6
강원,영월군,11,26,1,10,23,20
강원,영월군,12,13,0,4,7,25
강원,평창군,1,16,1,14,27,2
강원,평창군,2,8,0,12,12,1
강원,평창군,3,14,1,7,22,1
강원,평창군,4,10,0,5,10,0
강원,평창군,5,17,0,4,20,0
강원,평창군,6,13,0,11,14,1
강원,평창군,7,20,0,15,20,1
강원,평창군,8,20,0,6,27,0
강원,평창군,9,15,1,7,16,1
강원,평창군,10,22,0,9,35,0
강원,평창군,11,15,2,7,13,0
강원,평창군,12,13,0,3,20,1
강원,정선군,1,9,0,5,9,0
강원,정선군,2,5,0,3,9,1
강원,정선군,3,8,1,8,3,0
강원,정선군,4,7,2,1,3,2
강원,정선군,5,5,1,5,4,1
강원,정선군,6,9,0,2,9,1
강원,정선군,7,8,1,6,6,0
강원,정선군,8,11,1,7,17,3
강원,정선군,9,5,0,2,4,0
강원,정선군,10,21,0,11,24,0
강원,정선군,11,9,0,2,8,0
강원,정선군,12,10,0,4,8,1
강원,철원군,1,4,0,3,2,0
강원,철원군,2,7,0,4,9,0
강원,철원군,3,13,3,6,15,0
강원,철원군,4,8,1,5,6,0
강원,철원군,5,17,2,4,23,0
강원,철원군,6,9,0,1,15,0
강원,철원군,7,16,0,8,20,1
강원,철원군,8,12,2,6,13,0
강원,철원군,9,19,0,9,22,1
강원,철원군,10,13,1,3,15,0
강원,철원군,11,12,2,2,11,0
강원,철원군,12,14,1,6,10,0
강원,화천군,1,3,0,1,3,0
강원,화천군,2,11,0,5,12,0
강원,화천군,3,3,0,1,2,0
강원,화천군,4,11,0,4,25,0
강원,화천군,5,8,0,3,10,0
강원,화천군,6,9,2,8,5,0
강원,화천군,7,13,1,7,12,0
강원,화천군,8,12,2,4,19,1
강원,화천군,9,7,3,3,9,1
강원,화천군,10,8,1,6,10,0
강원,화천군,11,11,0,0,22,0
강원,화천군,12,5,0,2,3,0
강원,양구군,1,10,1,7,12,1
강원,양구군,2,3,0,3,4,0
강원,양구군,3,2,0,1,1,0
강원,양구군,4,9,0,9,7,1
강원,양구군,5,10,0,10,6,1
강원,양구군,6,5,0,2,5,0
강원,양구군,7,8,0,6,15,0
강원,양구군,8,10,0,7,13,0
강원,양구군,9,4,1,3,4,0
강원,양구군,10,11,0,7,7,1
강원,양구군,11,10,0,4,7,2
강원,양구군,12,6,0,5,5,0
강원,인제군,1,3,1,1,2,0
강원,인제군,2,4,0,4,2,1
강원,인제군,3,5,0,6,5,1
강원,인제군,4,7,1,2,7,0
강원,인제군,5,7,1,4,6,0
강원,인제군,6,6,1,5,5,1
강원,인제군,7,11,1,6,9,0
강원,인제군,8,9,1,8,3,0
강원,인제군,9,10,1,5,7,1
강원,인제군,10,16,1,18,10,0
강원,인제군,11,5,0,1,9,1
강원,인제군,12,11,0,13,5,0
강원,고성군,1,14,0,6,19,0
강원,고성군,2,8,0,2,16,1
강원,고성군,3,11,0,2,13,0
강원,고성군,4,12,0,3,16,0
강원,고성군,5,7,1,3,7,1
강원,고성군,6,15,0,5,18,1
강원,고성군,7,11,0,4,11,2
강원,고성군,8,17,0,8,18,1
강원,고성군,9,8,0,2,7,0
강원,고성군,10,8,0,5,9,0
강원,고성군,11,14,0,4,15,1
강원,고성군,12,13,0,7,13,0
강원,양양군,1,13,0,5,23,0
강원,양양군,2,13,4,8,22,4
강원,양양군,3,11,0,5,9,0
강원,양양군,4,12,0,2,17,0
강원,양양군,5,15,0,11,20,0
강원,양양군,6,21,1,5,28,2
강원,양양군,7,16,1,6,20,3
강원,양양군,8,17,0,5,21,3
강원,양양군,9,16,0,10,30,13
강원,양양군,10,16,2,7,19,0
강원,양양군,11,16,0,5,24,2
강원,양양군,12,12,1,5,10,1
충북,청주시,1,347,1,100,433,23
충북,청주시,2,323,1,94,451,22
충북,청주시,3,398,5,131,494,12
충북,청주시,4,394,7,135,467,13
충북,청주시,5,456,7,136,547,35
충북,청주시,6,420,4,143,528,29
충북,청주시,7,431,2,124,549,25
충북,청주시,8,432,3,145,500,41
충북,청주시,9,406,3,123,474,25
충북,청주시,10,449,3,154,530,21
충북,청주시,11,476,3,130,601,20
충북,청주시,12,417,10,136,523,24
충북,충주시,1,112,5,34,127,8
충북,충주시,2,82,0,21,107,5
충북,충주시,3,119,0,41,142,9
충북,충주시,4,111,6,53,143,11
충북,충주시,5,132,5,49,182,17
충북,충주시,6,114,4,51,109,12
충북,충주시,7,97,2,39,127,11
충북,충주시,8,122,2,46,163,5
충북,충주시,9,115,1,53,147,5
충북,충주시,10,121,3,47,162,8
충북,충주시,11,134,7,57,178,10
충북,충주시,12,105,1,32,137,2
충북,제천시,1,63,2,19,72,3
충북,제천시,2,49,3,19,73,4
충북,제천시,3,58,1,19,92,12
충북,제천시,4,76,1,20,84,7
충북,제천시,5,81,1,32,88,9
충북,제천시,6,68,5,22,71,10
충북,제천시,7,58,0,25,68,4
충북,제천시,8,79,1,28,99,12
충북,제천시,9,105,3,40,115,7
충북,제천시,10,90,2,46,104,8
충북,제천시,11,87,0,34,109,11
충북,제천시,12,56,0,24,80,3
충북,보은군,1,10,1,7,3,1
충북,보은군,2,4,0,4,4,1
충북,보은군,3,17,0,12,11,2
충북,보은군,4,15,1,7,10,2
충북,보은군,5,15,3,19,16,0
충북,보은군,6,11,2,5,16,0
충북,보은군,7,15,4,11,15,0
충북,보은군,8,22,1,10,30,1
충북,보은군,9,10,0,6,16,5
충북,보은군,10,21,1,12,31,1
충북,보은군,11,17,0,13,9,2
충북,보은군,12,8,0,6,6,0
충북,옥천군,1,13,1,10,7,0
충북,옥천군,2,14,2,6,16,0
충북,옥천군,3,14,0,7,12,0
충북,옥천군,4,26,1,15,18,0
충북,옥천군,5,18,0,13,17,0
충북,옥천군,6,21,0,14,24,0
충북,옥천군,7,18,0,11,13,0
충북,옥천군,8,30,2,14,30,1
충북,옥천군,9,20,1,9,15,3
충북,옥천군,10,29,0,16,20,6
충북,옥천군,11,15,0,7,11,1
충북,옥천군,12,18,0,9,15,3
충북,영동군,1,14,2,13,6,0
충북,영동군,2,7,1,5,5,0
충북,영동군,3,18,3,11,12,0
충북,영동군,4,14,0,8,11,2
충북,영동군,5,27,2,12,23,2
충북,영동군,6,19,0,12,25,3
충북,영동군,7,25,0,17,23,1
충북,영동군,8,21,0,13,9,0
충북,영동군,9,18,0,12,25,1
충북,영동군,10,22,1,18,11,0
충북,영동군,11,16,0,10,17,0
충북,영동군,12,17,0,13,14,0
충북,진천군,1,52,1,27,71,7
충북,진천군,2,29,0,10,42,2
충북,진천군,3,47,0,11,57,15
충북,진천군,4,49,3,22,58,3
충북,진천군,5,47,2,21,43,1
충북,진천군,6,47,2,19,47,2
충북,진천군,7,41,1,12,55,1
충북,진천군,8,31,1,8,50,2
충북,진천군,9,42,0,11,44,0
충북,진천군,10,40,0,16,46,2
충북,진천군,11,46,0,14,57,2
충북,진천군,12,45,1,6,53,3
충북,괴산군,1,10,0,6,12,0
충북,괴산군,2,6,1,2,2,1
충북,괴산군,3,12,1,10,5,1
충북,괴산군,4,13,1,8,8,1
충북,괴산군,5,13,1,4,13,3
충북,괴산군,6,15,0,7,15,0
충북,괴산군,7,20,0,14,14,3
충북,괴산군,8,24,2,11,23,1
충북,괴산군,9,23,0,13,22,2
충북,괴산군,10,18,2,16,10,1
충북,괴산군,11,20,2,18,21,1
충북,괴산군,12,16,0,6,21,2
충북,음성군,1,40,1,16,45,4
충북,음성군,2,44,0,22,54,4
충북,음성군,3,58,0,37,66,2
충북,음성군,4,59,1,26,60,1
충북,음성군,5,56,0,29,72,3
충북,음성군,6,66,5,28,62,3
충북,음성군,7,61,3,26,69,5
충북,음성군,8,56,3,20,69,0
충북,음성군,9,56,1,26,53,0
충북,음성군,10,69,2,36,79,0
충북,음성군,11,49,1,29,48,1
충북,음성군,12,49,1,25,68,6
충북,단양군,1,5,0,5,7,0
충북,단양군,2,5,0,4,4,2
충북,단양군,3,12,1,7,9,1
충북,단양군,4,18,1,8,17,2
충북,단양군,5,12,0,4,11,1
충북,단양군,6,12,1,10,8,0
충북,단양군,7,12,1,9,5,3
충북,단양군,8,15,2,11,13,1
충북,단양군,9,16,1,8,28,4
충북,단양군,10,24,3,14,22,14
충북,단양군,11,14,0,6,16,2
충북,단양군,12,12,0,3,19,1
충북,증평군,1,15,1,9,8,2
충북,증평군,2,18,1,7,20,2
충북,증평군,3,18,0,5,23,1
충북,증평군,4,19,1,9,16,0
충북,증평군,5,21,0,8,17,0
충북,증평군,6,9,1,3,11,1
충북,증평군,7,19,1,7,21,1
충북,증평군,8,19,0,9,10,2
충북,증평군,9,11,0,3,16,1
충북,증평군,10,19,0,4,15,1
충북,증평군,11,18,0,8,19,1
충북,증평군,12,24,1,8,25,4
충남,천안시,1,204,2,47,235,13
충남,천안시,2,204,2,53,265,7
충남,천안시,3,240,2,57,318,19
충남,천안시,4,272,5,73,292,12
충남,천안시,5,269,3,62,297,23
충남,천안시,6,251,3,62,297,14
충남,천안시,7,265,5,58,336,14
충남,천안시,8,284,3,86,356,25
충남,천안시,9,276,4,85,290,18
충남,천안시,10,289,7,71,301,26
충남,천안시,11,314,3,68,349,28
충남,천안시,12,269,3,71,304,21
충남,아산시,1,59,2,24,46,1
충남,아산시,2,72,0,32,64,5
충남,아산시,3,67,2,31,69,4
충남,아산시,4,95,1,34,96,5
충남,아산시,5,95,3,34,80,2
충남,아산시,6,86,6,51,105,6
충남,아산시,7,87,1,29,91,2
충남,아산시,8,99,6,38,88,6
충남,아산시,9,107,3,41,97,5
충남,아산시,10,120,6,39,121,8
충남,아산시,11,99,4,25,92,13
충남,아산시,12,97,2,23,110,4
충남,보령시,1,26,1,11,20,1
충남,보령시,2,24,1,20,23,0
충남,보령시,3,48,3,29,31,0
충남,보령시,4,39,0,24,36,0
충남,보령시,5,46,0,39,43,0
충남,보령시,6,40,0,22,28,4
충남,보령시,7,51,1,33,46,1
충남,보령시,8,48,1,26,47,2
충남,보령시,9,36,2,23,34,0
충남,보령시,10,37,2,16,35,1
충남,보령시,11,50,2,31,41,3
충남,보령시,12,34,3,16,17,1
충남,공주시,1,44,2,14,53,1
충남,공주시,2,39,1,22,59,3
충남,공주시,3,49,2,22,60,1
충남,공주시,4,50,2,24,72,1
충남,공주시,5,56,1,19,69,10
충남,공주시,6,54,5,23,45,7
충남,공주시,7,55,4,25,47,5
충남,공주시,8,45,0,16,69,4
충남,공주시,9,43,2,16,63,7
충남,공주시,10,69,1,27,87,3
충남,공주시,11,59,1,22,68,2
충남,공주시,12,45,1,17,48,3
충남,서산시,1,54,2,38,36,7
충남,서산시,2,54,1,42,39,3
충남,서산시,3,78,2,49,61,8
충남,서산시,4,49,2,25,32,8
충남,서산시,5,82,2,54,64,4
충남,서산시,6,83,6,41,66,11
충남,서산시,7,75,2,41,75,8
충남,서산시,8,80,4,35,56,12
충남,서산시,9,70,1,43,74,4
충남,서산시,10,74,0,47,73,8
충남,서산시,11,79,1,45,67,5
충남,서산시,12,61,3,39,44,4
충남,금산군,1,11,2,3,7,0
충남,금산군,2,7,2,2,8,0
충남,금산군,3,14,1,5,8,0
충남,금산군,4,13,1,4,12,0
충남,금산군,5,21,0,7,22,0
충남,금산군,6,7,0,3,7,0
충남,금산군,7,14,0,6,15,0
충남,금산군,8,12,0,7,11,0
충남,금산군,9,17,0,6,27,1
충남,금산군,10,10,0,4,11,0
충남,금산군,11,15,1,8,11,0
충남,금산군,12,9,0,6,8,0
충남,태안군,1,13,0,7,6,5
충남,태안군,2,17,1,13,12,5
충남,태안군,3,21,0,6,36,4
충남,태안군,4,31,2,20,31,7
충남,태안군,5,33,2,25,28,4
충남,태안군,6,49,1,37,59,9
충남,태안군,7,33,1,30,14,4
충남,태안군,8,34,2,30,32,1
충남,태안군,9,15,2,7,17,1
충남,태안군,10,31,3,19,24,4
충남,태안군,11,27,2,22,32,4
충남,태안군,12,16,1,8,18,3
충남,논산시,1,30,5,15,30,2
충남,논산시,2,29,1,21,18,0
충남,논산시,3,40,0,28,33,1
충남,논산시,4,31,3,17,21,3
충남,논산시,5,48,2,32,35,2
충남,논산시,6,44,3,22,37,3
충남,논산시,7,42,3,27,32,2
충남,논산시,8,25,0,12,17,7
충남,논산시,9,50,0,29,73,7
충남,논산시,10,49,6,26,45,5
충남,논산시,11,51,2,32,41,4
충남,논산시,12,37,1,23,36,6
충남,부여군,1,17,2,11,11,0
충남,부여군,2,11,0,6,7,0
충남,부여군,3,13,0,8,9,0
충남,부여군,4,14,1,9,6,1
충남,부여군,5,18,0,11,6,2
충남,부여군,6,26,1,13,16,0
충남,부여군,7,20,3,17,11,0
충남,부여군,8,16,1,13,4,0
충남,부여군,9,16,2,11,10,0
충남,부여군,10,26,3,25,11,1
충남,부여군,11,29,3,22,14,1
충남,부여군,12,16,0,13,8,1
충남,서천군,1,29,3,11,21,1
충남,서천군,2,19,1,5,17,4
충남,서천군,3,21,1,8,25,0
충남,서천군,4,23,0,18,15,0
충남,서천군,5,28,0,16,21,3
충남,서천군,6,36,0,20,30,3
충남,서천군,7,24,1,13,27,3
충남,서천군,8,29,2,8,26,3
충남,서천군,9,23,1,11,33,1
충남,서천군,10,29,4,9,21,2
충남,서천군,11,38,2,16,37,2
충남,서천군,12,24,3,10,19,3
충남,청양군,1,9,0,5,9,0
충남,청양군,2,8,1,4,12,0
충남,청양군,3,13,0,5,13,0
충남,청양군,4,13,0,6,22,0
충남,청양군,5,18,2,9,15,0
충남,청양군,6,18,1,9,9,1
충남,청양군,7,17,1,8,17,1
충남,청양군,8,21,1,9,15,0
충남,청양군,9,20,0,15,21,0
충남,청양군,10,25,2,19,17,0
충남,청양군,11,13,2,4,9,0
충남,청양군,12,16,0,5,12,0
충남,홍성군,1,13,3,5,6,0
충남,홍성군,2,24,1,14,27,0
충남,홍성군,3,33,1,14,31,0
충남,홍성군,4,28,2,10,30,0
충남,홍성군,5,24,1,11,26,0
충남,홍성군,6,36,3,14,34,0
충남,홍성군,7,26,1,12,26,1
충남,홍성군,8,31,1,13,28,2
충남,홍성군,9,27,2,13,25,0
충남,홍성군,10,36,0,17,31,3
충남,홍성군,11,38,1,13,38,2
충남,홍성군,12,25,5,9,19,0
충남,예산군,1,27,0,10,31,0
충남,예산군,2,20,0,9,25,0
충남,예산군,3,22,1,11,23,0
충남,예산군,4,33,0,9,34,1
충남,예산군,5,38,2,19,35,4
충남,예산군,6,29,0,11,21,2
충남,예산군,7,34,1,13,36,0
충남,예산군,8,36,0,8,46,2
충남,예산군,9,31,2,12,28,0
충남,예산군,10,43,4,27,38,0
충남,예산군,11,53,3,19,56,0
충남,예산군,12,31,4,10,40,0
충남,당진시,1,44,3,24,43,0
충남,당진시,2,50,3,47,33,1
충남,당진시,3,58,3,34,42,1
충남,당진시,4,64,2,29,56,4
충남,당진시,5,83,1,36,71,2
충남,당진시,6,63,0,22,86,2
충남,당진시,7,55,2,26,66,6
충남,당진시,8,66,2,24,76,1
충남,당진시,9,67,2,29,78,1
충남,당진시,10,74,4,39,64,1
충남,당진시,11,79,6,32,73,1
충남,당진시,12,80,5,33,118,6
충남,계룡시,1,6,0,3,4,1
충남,계룡시,2,4,0,2,6,0
충남,계룡시,3,4,0,1,5,0
충남,계룡시,4,4,0,5,2,1
충남,계룡시,5,5,0,2,8,2
충남,계룡시,6,4,1,1,12,0
충남,계룡시,7,6,0,5,4,0
충남,계룡시,8,7,0,3,7,0
충남,계룡시,9,4,0,2,3,1
충남,계룡시,10,4,0,2,4,0
충남,계룡시,11,3,0,2,3,0
충남,계룡시,12,4,0,1,6,0
전북,전주시,1,177,3,68,179,3
전북,전주시,2,193,2,62,248,2
전북,전주시,3,209,2,65,236,4
전북,전주시,4,179,3,62,239,2
전북,전주시,5,205,2,68,252,3
전북,전주시,6,193,2,64,207,2
전북,전주시,7,183,1,49,215,1
전북,전주시,8,214,7,66,236,5
전북,전주시,9,199,5,55,234,7
전북,전주시,10,221,2,70,274,2
전북,전주시,11,201,3,63,229,2
전북,전주시,12,191,3,69,196,2
전북,군산시,1,72,0,12,97,0
전북,군산시,2,78,2,22,96,2
전북,군산시,3,100,1,25,120,7
전북,군산시,4,90,2,28,131,3
전북,군산시,5,120,3,39,141,4
전북,군산시,6,104,3,33,98,4
전북,군산시,7,94,0,24,129,4
전북,군산시,8,114,1,31,177,10
전북,군산시,9,96,5,34,121,8
전북,군산시,10,111,4,34,112,2
전북,군산시,11,133,2,32,148,7
전북,군산시,12,113,2,29,142,9
전북,정읍시,1,35,2,21,27,0
전북,정읍시,2,40,0,15,60,0
전북,정읍시,3,41,1,15,49,2
전북,정읍시,4,72,0,30,94,0
전북,정읍시,5,61,1,27,57,0
전북,정읍시,6,53,0,19,63,0
전북,정읍시,7,44,5,19,45,0
전북,정읍시,8,44,2,15,55,0
전북,정읍시,9,43,1,9,49,1
전북,정읍시,10,65,1,26,75,1
전북,정읍시,11,59,3,26,57,0
전북,정읍시,12,39,4,16,30,1
전북,남원시,1,13,0,6,16,0
전북,남원시,2,16,0,5,12,0
전북,남원시,3,21,1,14,14,0
전북,남원시,4,29,0,12,23,0
전북,남원시,5,32,3,20,27,0
전북,남원시,6,21,0,9,13,1
전북,남원시,7,34,0,19,35,0
전북,남원시,8,32,0,19,35,0
전북,남원시,9,25,0,16,21,0
전북,남원시,10,26,2,14,15,0
전북,남원시,11,33,1,20,25,0
전북,남원시,12,29,1,16,33,0
전북,김제시,1,28,3,14,28,0
전북,김제시,2,23,2,11,29,0
전북,김제시,3,45,1,11,60,0
전북,김제시,4,44,1,17,73,0
전북,김제시,5,47,3,13,62,0
전북,김제시,6,29,0,22,29,4
전북,김제시,7,49,0,14,63,0
전북,김제시,8,49,4,21,66,2
전북,김제시,9,34,1,11,66,0
전북,김제시,10,52,3,17,78,4
전북,김제시,11,43,4,17,66,2
전북,김제시,12,38,1,15,58,1
전북,완주군,1,10,2,4,8,1
전북,완주군,2,20,2,8,23,0
전북,완주군,3,24,0,9,32,0
전북,완주군,4,21,1,10,19,1
전북,완주군,5,20,1,6,22,2
전북,완주군,6,28,4,7,31,0
전북,완주군,7,24,0,12,15,2
전북,완주군,8,30,0,20,39,0
전북,완주군,9,24,2,9,20,0
전북,완주군,10,21,2,9,23,1
전북,완주군,11,29,3,12,36,0
전북,완주군,12,27,0,13,28,0
전북,진안군,1,6,0,10,10,0
전북,진안군,2,1,0,1,0,0
전북,진안군,3,7,1,5,17,0
전북,진안군,4,6,1,4,2,0
전북,진안군,5,6,1,1,8,0
전북,진안군,6,8,1,2,8,1
전북,진안군,7,3,0,1,3,0
전북,진안군,8,10,1,11,7,2
전북,진안군,9,7,0,5,3,0
전북,진안군,10,8,2,6,6,0
전북,진안군,11,7,0,7,3,0
전북,진안군,12,8,0,4,9,1
전북,무주군,1,13,0,10,13,0
전북,무주군,2,11,0,12,36,2
전북,무주군,3,3,1,0,3,0
전북,무주군,4,11,2,6,9,0
전북,무주군,5,7,1,7,3,0
전북,무주군,6,9,2,7,4,1
전북,무주군,7,12,1,5,12,0
전북,무주군,8,15,1,9,14,1
전북,무주군,9,14,0,10,16,0
전북,무주군,10,16,1,11,8,0
전북,무주군,11,7,0,5,4,0
전북,무주군,12,7,0,7,5,0
전북,장수군,1,2,0,1,1,0
전북,장수군,2,2,2,0,0,0
전북,장수군,3,6,1,5,2,0
전북,장수군,4,5,1,1,3,0
전북,장수군,5,4,1,2,2,0
전북,장수군,6,4,0,3,2,0
전북,장수군,7,4,1,1,2,0
전북,장수군,8,7,1,5,8,0
전북,장수군,9,6,2,4,3,0
전북,장수군,10,12,0,6,10,0
전북,장수군,11,8,1,6,7,0
전북,장수군,12,5,1,3,1,0
전북,임실군,1,10,0,6,12,0
전북,임실군,2,12,3,6,10,4
전북,임실군,3,3,0,1,3,0
전북,임실군,4,6,0,3,12,0
전북,임실군,5,5,0,1,7,0
전북,임실군,6,11,1,10,5,0
전북,임실군,7,8,1,2,11,0
전북,임실군,8,12,0,2,20,1
전북,임실군,9,12,0,4,14,0
전북,임실군,10,9,2,3,5,0
전북,임실군,11,10,0,6,8,0
전북,임실군,12,17,0,12,13,0
전북,순창군,1,7,1,4,4,0
전북,순창군,2,11,1,2,9,1
전북,순창군,3,6,0,1,6,2
전북,순창군,4,10,0,5,5,1
전북,순창군,5,12,0,4,10,3
전북,순창군,6,12,1,4,13,1
전북,순창군,7,8,1,1,8,0
전북,순창군,8,14,2,10,6,4
전북,순창군,9,9,1,1,7,1
전북,순창군,10,7,0,5,1,2
전북,순창군,11,9,2,1,7,0
전북,순창군,12,5,0,3,1,1
전북,고창군,1,7,0,3,7,0
전북,고창군,2,16,0,11,23,0
전북,고창군,3,9,0,2,14,0
전북,고창군,4,14,0,10,14,0
전북,고창군,5,18,0,12,22,0
전북,고창군,6,21,2,11,16,0
전북,고창군,7,8,0,2,7,0
전북,고창군,8,6,1,2,6,0
전북,고창군,9,22,3,4,31,0
전북,고창군,10,25,5,11,28,0
전북,고창군,11,15,1,11,16,2
전북,고창군,12,12,3,9,8,0
전북,부안군,1,15,0,8,18,0
전북,부안군,2,11,0,5,15,0
전북,부안군,3,16,3,7,17,0
전북,부안군,4,26,1,12,27,1
전북,부안군,5,32,4,20,22,0
전북,부안군,6,41,2,21,78,0
전북,부안군,7,24,2,8,24,0
전북,부안군,8,23,0,10,35,0
전북,부안군,9,28,0,15,54,0
전북,부안군,10,37,4,26,30,0
전북,부안군,11,30,2,12,31,0
전북,부안군,12,15,0,8,11,1
전북,익산시,1,96,3,24,118,0
전북,익산시,2,82,3,33,87,1
전북,익산시,3,102,5,26,114,0
전북,익산시,4,110,4,35,122,2
전북,익산시,5,144,3,37,190,4
전북,익산시,6,117,2,33,136,5
전북,익산시,7,127,3,37,132,6
전북,익산시,8,135,3,40,167,5
전북,익산시,9,118,2,33,140,0
전북,익산시,10,111,3,33,106,1
전북,익산시,11,122,1,30,139,4
전북,익산시,12,132,2,37,128,2
전남,목포시,1,142,0,27,197,4
전남,목포시,2,110,3,27,158,4
전남,목포시,3,136,2,32,192,6
전남,목포시,4,139,0,38,226,2
전남,목포시,5,165,1,39,252,4
전남,목포시,6,141,1,20,212,8
전남,목포시,7,148,0,27,223,1
전남,목포시,8,169,0,36,246,4
전남,목포시,9,171,0,33,254,4
전남,목포시,10,179,0,42,258,9
전남,목포시,11,178,1,38,248,3
전남,목포시,12,140,5,28,217,8
전남,여수시,1,111,1,27,139,5
전남,여수시,2,99,0,25,120,7
전남,여수시,3,117,3,34,131,3
전남,여수시,4,128,0,30,177,6
전남,여수시,5,129,3,46,155,5
전남,여수시,6,143,2,37,181,6
전남,여수시,7,136,0,31,152,9
전남,여수시,8,138,4,31,192,6
전남,여수시,9,108,5,27,138,2
전남,여수시,10,151,5,36,171,5
전남,여수시,11,163,1,48,219,2
전남,여수시,12,144,3,38,155,12
전남,순천시,1,110,2,32,126,2
전남,순천시,2,101,1,23,135,5
전남,순천시,3,112,1,42,116,4
전남,순천시,4,108,1,31,155,4
전남,순천시,5,140,2,39,170,4
전남,순천시,6,119,4,44,143,6
전남,순천시,7,117,0,31,147,14
전남,순천시,8,125,7,28,171,5
전남,순천시,9,117,2,35,140,10
전남,순천시,10,148,2,35,181,18
전남,순천시,11,145,2,39,187,5
전남,순천시,12,120,4,36,178,3
전남,나주시,1,59,3,14,89,3
전남,나주시,2,36,0,16,62,2
전남,나주시,3,51,2,10,75,0
전남,나주시,4,55,2,21,76,0
전남,나주시,5,67,3,16,98,4
전남,나주시,6,47,1,14,66,1
전남,나주시,7,61,3,19,76,4
전남,나주시,8,63,3,14,79,2
전남,나주시,9,54,2,20,87,8
전남,나주시,10,53,2,19,58,3
전남,나주시,11,48,1,12,63,0
전남,나주시,12,52,3,11,77,1
전남,광양시,1,58,1,18,67,3
전남,광양시,2,49,1,13,62,8
전남,광양시,3,50,1,10,60,4
전남,광양시,4,64,2,21,80,1
전남,광양시,5,77,2,25,90,4
전남,광양시,6,41,2,12,44,2
전남,광양시,7,64,2,21,72,5
전남,광양시,8,65,0,24,87,2
전남,광양시,9,73,2,32,63,6
전남,광양시,10,62,3,24,58,1
전남,광양시,11,71,1,17,100,4
전남,광양시,12,65,0,19,79,4
전남,담양군,1,21,0,7,25,3
전남,담양군,2,19,0,10,23,0
전남,담양군,3,24,1,11,33,0
전남,담양군,4,23,0,7,32,1
전남,담양군,5,34,2,18,44,3
전남,담양군,6,37,3,13,45,0
전남,담양군,7,21,0,5,37,1
전남,담양군,8,27,2,11,36,0
전남,담양군,9,21,0,8,33,2
전남,담양군,10,29,0,6,50,1
전남,담양군,11,32,4,13,46,4
전남,담양군,12,33,0,3,63,0
전남,곡성군,1,11,0,7,10,1
전남,곡성군,2,9,1,4,8,0
전남,곡성군,3,9,0,3,11,0
전남,곡성군,4,17,3,8,13,0
전남,곡성군,5,14,2,9,22,5
전남,곡성군,6,14,0,18,17,3
전남,곡성군,7,13,0,5,15,0
전남,곡성군,8,19,0,11,15,0
전남,곡성군,9,8,0,4,18,2
전남,곡성군,10,17,2,10,20,0
전남,곡성군,11,13,0,9,10,0
전남,곡성군,12,9,1,1,12,0
전남,구례군,1,14,0,8,11,0
전남,구례군,2,5,3,2,3,1
전남,구례군,3,20,0,6,20,2
전남,구례군,4,12,0,2,16,0
전남,구례군,5,9,1,10,6,2
